Pavarde        Vardas         Galutinis      
Pavarde1355    Vardas1355     8.32           
Pavarde1356    Vardas1356     6.28           
Pavarde1359    Vardas1359     5.28           
Pavarde1360    Vardas1360     7.60           
Pavarde1362    Vardas1362     5.44           
Pavarde1364    Vardas1364     8.36           
Pavarde1365    Vardas1365     7.64           
Pavarde1367    Vardas1367     5.04           
Pavarde1370    Vardas1370     5.44           
Pavarde1371    Vardas1371     5.08           
Pavarde1372    Vardas1372     5.12           
Pavarde1375    Vardas1375     7.12           
Pavarde1378    Vardas1378     7.24           
Pavarde1379    Vardas1379     6.52           
Pavarde1381    Vardas1381     8.96           
Pavarde1382    Vardas1382     6.00           
Pavarde1383    Vardas1383     7.20           
Pavarde1384    Vardas1384     6.40           
Pavarde1385    Vardas1385     8.96           
Pavarde1386    Vardas1386     5.96           
Pavarde1387    Vardas1387     6.08           
Pavarde1389    Vardas1389     5.32           
Pavarde1390    Vardas1390     8.08           
Pavarde1391    Vardas1391     7.96           
Pavarde1392    Vardas1392     6.64           
Pavarde1393    Vardas1393     5.68           
Pavarde1396    Vardas1396     6.36           
Pavarde1397    Vardas1397     6.16           
Pavarde1398    Vardas1398     9.36           
Pavarde1402    Vardas1402     5.28           
Pavarde1403    Vardas1403     6.36           
Pavarde1404    Vardas1404     5.88           
Pavarde1405    Vardas1405     8.40           
Pavarde1409    Vardas1409     8.08           
Pavarde1412    Vardas1412     6.80           
Pavarde1414    Vardas1414     5.52           
Pavarde1415    Vardas1415     8.08           
Pavarde1416    Vardas1416     8.08           
Pavarde1417    Vardas1417     7.12           
Pavarde1418    Vardas1418     7.72           
Pavarde1419    Vardas1419     7.12           
Pavarde1420    Vardas1420     5.68           
Pavarde1424    Vardas1424     8.96           
Pavarde1426    Vardas1426     5.52           
Pavarde1429    Vardas1429     7.84           
Pavarde1430    Vardas1430     7.04           
Pavarde1431    Vardas1431     7.12           
Pavarde1435    Vardas1435     7.52           
Pavarde1437    Vardas1437     5.04           
Pavarde1439    Vardas1439     7.72           
Pavarde1442    Vardas1442     5.24           
Pavarde1445    Vardas1445     6.04           
Pavarde1447    Vardas1447     6.88           
Pavarde1448    Vardas1448     9.04           
Pavarde1449    Vardas1449     6.36           
Pavarde1450    Vardas1450     5.88           
Pavarde1451    Vardas1451     7.32           
Pavarde1453    Vardas1453     5.76           
Pavarde1455    Vardas1455     7.24           
Pavarde1456    Vardas1456     7.40           
Pavarde1457    Vardas1457     7.64           
Pavarde1459    Vardas1459     5.20           
Pavarde1460    Vardas1460     7.20           
Pavarde1462    Vardas1462     7.92           
Pavarde1464    Vardas1464     8.20           
Pavarde1470    Vardas1470     7.72           
Pavarde1471    Vardas1471     5.92           
Pavarde1474    Vardas1474     5.36           
Pavarde1475    Vardas1475     5.16           
Pavarde1478    Vardas1478     7.84           
Pavarde1479    Vardas1479     5.32           
Pavarde1481    Vardas1481     7.28           
Pavarde1482    Vardas1482     6.92           
Pavarde1483    Vardas1483     6.28           
Pavarde1484    Vardas1484     7.44           
Pavarde1485    Vardas1485     5.04           
Pavarde1486    Vardas1486     6.80           
Pavarde1487    Vardas1487     8.96           
Pavarde1489    Vardas1489     8.08           
Pavarde1490    Vardas1490     5.12           
Pavarde1491    Vardas1491     6.12           
Pavarde1494    Vardas1494     6.00           
Pavarde1495    Vardas1495     7.12           
Pavarde1497    Vardas1497     7.60           
Pavarde1498    Vardas1498     6.00           
Pavarde1499    Vardas1499     7.08           
Pavarde1500    Vardas1500     6.60           
Pavarde1501    Vardas1501     8.40           
Pavarde1503    Vardas1503     8.08           
Pavarde1505    Vardas1505     7.24           
Pavarde1507    Vardas1507     8.24           
Pavarde1510    Vardas1510     6.72           
Pavarde1512    Vardas1512     7.36           
Pavarde1513    Vardas1513     5.28           
Pavarde1515    Vardas1515     5.48           
Pavarde1516    Vardas1516     5.16           
Pavarde1517    Vardas1517     6.48           
Pavarde1519    Vardas1519     7.60           
Pavarde1520    Vardas1520     6.04           
Pavarde1521    Vardas1521     7.72           
Pavarde1523    Vardas1523     5.52           
Pavarde1524    Vardas1524     5.12           
Pavarde1527    Vardas1527     6.44           
Pavarde1529    Vardas1529     6.12           
Pavarde1533    Vardas1533     8.40           
Pavarde1536    Vardas1536     7.80           
Pavarde1537    Vardas1537     7.16           
Pavarde1541    Vardas1541     6.20           
Pavarde1542    Vardas1542     6.80           
Pavarde1544    Vardas1544     5.76           
Pavarde1546    Vardas1546     9.28           
Pavarde1547    Vardas1547     7.28           
Pavarde1548    Vardas1548     6.08           
Pavarde1549    Vardas1549     5.20           
Pavarde1550    Vardas1550     5.56           
Pavarde1555    Vardas1555     8.20           
Pavarde1556    Vardas1556     6.96           
Pavarde1560    Vardas1560     5.52           
Pavarde1561    Vardas1561     5.16           
Pavarde1563    Vardas1563     7.20           
Pavarde1564    Vardas1564     8.48           
Pavarde1565    Vardas1565     5.24           
Pavarde1567    Vardas1567     6.00           
Pavarde1568    Vardas1568     7.36           
Pavarde1569    Vardas1569     5.52           
Pavarde1570    Vardas1570     7.56           
Pavarde1571    Vardas1571     7.88           
Pavarde1573    Vardas1573     8.96           
Pavarde1574    Vardas1574     5.60           
Pavarde1576    Vardas1576     6.00           
Pavarde1577    Vardas1577     7.24           
Pavarde1582    Vardas1582     5.08           
Pavarde1584    Vardas1584     6.68           
Pavarde1585    Vardas1585     6.16           
Pavarde1587    Vardas1587     6.12           
Pavarde1588    Vardas1588     7.16           
Pavarde1590    Vardas1590     5.32           
Pavarde1592    Vardas1592     8.00           
Pavarde1593    Vardas1593     7.68           
Pavarde1594    Vardas1594     7.44           
Pavarde1595    Vardas1595     7.40           
Pavarde1598    Vardas1598     5.12           
Pavarde1599    Vardas1599     5.16           
Pavarde1602    Vardas1602     6.40           
Pavarde1603    Vardas1603     6.68           
Pavarde1607    Vardas1607     6.40           
Pavarde1608    Vardas1608     7.40           
Pavarde1611    Vardas1611     6.60           
Pavarde1612    Vardas1612     6.28           
Pavarde1615    Vardas1615     5.28           
Pavarde1616    Vardas1616     6.56           
Pavarde1617    Vardas1617     5.04           
Pavarde1618    Vardas1618     5.56           
Pavarde1623    Vardas1623     7.24           
Pavarde1624    Vardas1624     5.52           
Pavarde1625    Vardas1625     5.84           
Pavarde1626    Vardas1626     8.12           
Pavarde1628    Vardas1628     7.48           
Pavarde1630    Vardas1630     7.64           
Pavarde1631    Vardas1631     8.16           
Pavarde1632    Vardas1632     8.28           
Pavarde1633    Vardas1633     6.52           
Pavarde1634    Vardas1634     7.52           
Pavarde1635    Vardas1635     8.68           
Pavarde1636    Vardas1636     8.32           
Pavarde1637    Vardas1637     7.08           
Pavarde1638    Vardas1638     6.80           
Pavarde1639    Vardas1639     6.08           
Pavarde1640    Vardas1640     7.20           
Pavarde1642    Vardas1642     6.40           
Pavarde1643    Vardas1643     8.40           
Pavarde1646    Vardas1646     5.40           
Pavarde1647    Vardas1647     8.52           
Pavarde1649    Vardas1649     7.92           
Pavarde1651    Vardas1651     9.04           
Pavarde1652    Vardas1652     7.52           
Pavarde1653    Vardas1653     8.24           
Pavarde1654    Vardas1654     8.00           
Pavarde1655    Vardas1655     6.48           
Pavarde1657    Vardas1657     8.72           
Pavarde1658    Vardas1658     6.36           
Pavarde1659    Vardas1659     7.96           
Pavarde1660    Vardas1660     6.92           
Pavarde1662    Vardas1662     6.04           
Pavarde1663    Vardas1663     6.80           
Pavarde1664    Vardas1664     6.64           
Pavarde1665    Vardas1665     7.92           
Pavarde1666    Vardas1666     8.56           
Pavarde1667    Vardas1667     6.40           
Pavarde1668    Vardas1668     5.96           
Pavarde1671    Vardas1671     6.04           
Pavarde1672    Vardas1672     5.36           
Pavarde1673    Vardas1673     6.40           
Pavarde1674    Vardas1674     7.08           
Pavarde1675    Vardas1675     5.28           
Pavarde1677    Vardas1677     6.68           
Pavarde1678    Vardas1678     6.16           
Pavarde1679    Vardas1679     6.60           
Pavarde1680    Vardas1680     7.44           
Pavarde1681    Vardas1681     5.08           
Pavarde1683    Vardas1683     7.52           
Pavarde1684    Vardas1684     8.40           
Pavarde1685    Vardas1685     6.12           
Pavarde1687    Vardas1687     9.28           
Pavarde1689    Vardas1689     6.36           
Pavarde1690    Vardas1690     6.24           
Pavarde1691    Vardas1691     6.12           
Pavarde1693    Vardas1693     7.72           
Pavarde1697    Vardas1697     5.96           
Pavarde1698    Vardas1698     7.68           
Pavarde1700    Vardas1700     5.92           
Pavarde1701    Vardas1701     6.40           
Pavarde1702    Vardas1702     5.44           
Pavarde1703    Vardas1703     8.04           
Pavarde1705    Vardas1705     8.24           
Pavarde1707    Vardas1707     7.80           
Pavarde1709    Vardas1709     7.44           
Pavarde1710    Vardas1710     8.48           
Pavarde1711    Vardas1711     7.44           
Pavarde1713    Vardas1713     8.00           
Pavarde1714    Vardas1714     8.24           
Pavarde1717    Vardas1717     7.36           
Pavarde1718    Vardas1718     5.08           
Pavarde1719    Vardas1719     5.20           
Pavarde1720    Vardas1720     5.36           
Pavarde1721    Vardas1721     5.36           
