Pavarde        Vardas         Galutinis      
Pavarde1723    Vardas1723     2.92           
Pavarde1728    Vardas1728     4.64           
Pavarde1729    Vardas1729     2.64           
Pavarde1731    Vardas1731     3.28           
Pavarde1735    Vardas1735     4.84           
Pavarde1736    Vardas1736     3.28           
Pavarde1742    Vardas1742     3.84           
Pavarde1743    Vardas1743     3.44           
Pavarde1745    Vardas1745     3.04           
Pavarde1748    Vardas1748     3.84           
Pavarde1753    Vardas1753     3.76           
Pavarde1755    Vardas1755     4.96           
Pavarde1760    Vardas1760     3.96           
Pavarde1761    Vardas1761     3.56           
Pavarde1762    Vardas1762     3.88           
Pavarde1764    Vardas1764     4.56           
Pavarde1766    Vardas1766     3.24           
Pavarde1769    Vardas1769     2.64           
Pavarde1771    Vardas1771     4.48           
Pavarde1777    Vardas1777     4.96           
Pavarde1780    Vardas1780     4.56           
Pavarde1783    Vardas1783     4.24           
Pavarde1786    Vardas1786     3.72           
Pavarde1788    Vardas1788     2.48           
Pavarde1789    Vardas1789     2.36           
Pavarde1790    Vardas1790     3.60           
Pavarde1791    Vardas1791     2.92           
Pavarde1794    Vardas1794     4.64           
Pavarde1803    Vardas1803     4.00           
Pavarde1804    Vardas1804     3.88           
Pavarde1805    Vardas1805     3.40           
Pavarde1806    Vardas1806     4.48           
Pavarde1807    Vardas1807     3.04           
Pavarde1809    Vardas1809     4.64           
Pavarde1810    Vardas1810     3.28           
Pavarde1815    Vardas1815     2.04           
Pavarde1817    Vardas1817     4.24           
Pavarde1819    Vardas1819     3.72           
Pavarde1820    Vardas1820     3.24           
Pavarde1821    Vardas1821     3.08           
Pavarde1824    Vardas1824     3.00           
Pavarde1829    Vardas1829     3.00           
Pavarde1837    Vardas1837     4.08           
Pavarde1838    Vardas1838     3.44           
Pavarde1839    Vardas1839     3.44           
Pavarde1842    Vardas1842     3.40           
Pavarde1844    Vardas1844     3.84           
Pavarde1846    Vardas1846     2.68           
Pavarde1849    Vardas1849     4.72           
Pavarde1851    Vardas1851     4.76           
Pavarde1852    Vardas1852     3.16           
Pavarde1854    Vardas1854     2.44           
Pavarde1855    Vardas1855     3.20           
Pavarde1863    Vardas1863     4.68           
Pavarde1865    Vardas1865     4.92           
Pavarde1866    Vardas1866     4.48           
Pavarde1867    Vardas1867     2.40           
Pavarde1868    Vardas1868     4.28           
Pavarde1869    Vardas1869     2.96           
Pavarde1870    Vardas1870     4.12           
Pavarde1871    Vardas1871     4.28           
Pavarde1872    Vardas1872     4.12           
Pavarde1873    Vardas1873     4.92           
Pavarde1876    Vardas1876     4.96           
Pavarde1878    Vardas1878     2.96           
Pavarde1880    Vardas1880     3.00           
Pavarde1884    Vardas1884     4.68           
Pavarde1885    Vardas1885     4.48           
Pavarde1886    Vardas1886     3.40           
Pavarde1888    Vardas1888     3.72           
Pavarde1892    Vardas1892     4.20           
Pavarde1895    Vardas1895     3.24           
Pavarde1900    Vardas1900     3.48           
Pavarde1901    Vardas1901     3.24           
Pavarde1907    Vardas1907     3.80           
Pavarde1916    Vardas1916     3.88           
Pavarde1919    Vardas1919     4.80           
Pavarde1921    Vardas1921     3.96           
Pavarde1924    Vardas1924     4.12           
Pavarde1929    Vardas1929     3.40           
Pavarde1931    Vardas1931     3.04           
Pavarde1933    Vardas1933     4.16           
Pavarde1935    Vardas1935     2.68           
Pavarde1937    Vardas1937     4.48           
Pavarde1942    Vardas1942     3.08           
Pavarde1944    Vardas1944     4.76           
Pavarde1945    Vardas1945     3.12           
Pavarde1948    Vardas1948     3.48           
Pavarde1950    Vardas1950     4.16           
Pavarde1952    Vardas1952     3.12           
Pavarde1954    Vardas1954     4.24           
Pavarde1956    Vardas1956     3.52           
Pavarde1959    Vardas1959     3.76           
Pavarde1961    Vardas1961     2.92           
Pavarde1964    Vardas1964     3.52           
Pavarde1966    Vardas1966     3.92           
Pavarde1969    Vardas1969     4.40           
Pavarde1971    Vardas1971     2.96           
Pavarde1973    Vardas1973     2.80           
Pavarde1976    Vardas1976     4.68           
Pavarde1977    Vardas1977     3.00           
Pavarde1978    Vardas1978     4.76           
Pavarde1979    Vardas1979     3.48           
Pavarde1982    Vardas1982     3.96           
Pavarde1983    Vardas1983     3.84           
Pavarde1989    Vardas1989     3.24           
Pavarde1991    Vardas1991     3.28           
Pavarde2001    Vardas2001     3.80           
Pavarde2003    Vardas2003     4.48           
Pavarde2004    Vardas2004     3.32           
Pavarde2006    Vardas2006     3.28           
Pavarde2009    Vardas2009     3.04           
Pavarde2010    Vardas2010     3.28           
Pavarde2012    Vardas2012     3.64           
Pavarde2015    Vardas2015     4.16           
Pavarde2024    Vardas2024     4.08           
Pavarde2026    Vardas2026     3.56           
Pavarde2027    Vardas2027     4.36           
Pavarde2032    Vardas2032     3.24           
Pavarde2035    Vardas2035     4.28           
Pavarde2040    Vardas2040     3.76           
Pavarde2041    Vardas2041     3.32           
Pavarde2042    Vardas2042     3.92           
Pavarde2043    Vardas2043     3.16           
Pavarde2046    Vardas2046     4.48           
Pavarde2051    Vardas2051     3.52           
Pavarde2054    Vardas2054     3.72           
Pavarde2059    Vardas2059     3.80           
Pavarde2063    Vardas2063     4.52           
Pavarde2064    Vardas2064     4.72           
Pavarde2066    Vardas2066     3.20           
Pavarde2067    Vardas2067     3.24           
Pavarde2069    Vardas2069     4.36           
Pavarde2072    Vardas2072     4.84           
Pavarde2077    Vardas2077     2.72           
Pavarde2080    Vardas2080     3.20           
Pavarde2094    Vardas2094     4.64           
Pavarde2098    Vardas2098     3.48           
Pavarde2101    Vardas2101     3.32           
Pavarde2109    Vardas2109     2.68           
Pavarde2110    Vardas2110     2.68           
Pavarde2112    Vardas2112     3.64           
Pavarde2114    Vardas2114     4.44           
Pavarde2116    Vardas2116     4.48           
Pavarde2121    Vardas2121     3.68           
Pavarde2123    Vardas2123     2.72           
Pavarde2125    Vardas2125     4.68           
Pavarde2126    Vardas2126     4.96           
Pavarde2127    Vardas2127     3.88           
Pavarde2128    Vardas2128     3.40           
Pavarde2129    Vardas2129     3.48           
Pavarde2135    Vardas2135     3.48           
Pavarde2136    Vardas2136     3.20           
Pavarde2138    Vardas2138     3.40           
Pavarde2140    Vardas2140     2.84           
Pavarde2141    Vardas2141     3.28           
Pavarde2144    Vardas2144     3.32           
Pavarde2146    Vardas2146     1.88           
Pavarde2148    Vardas2148     2.88           
Pavarde2149    Vardas2149     3.36           
Pavarde2150    Vardas2150     3.48           
Pavarde2153    Vardas2153     3.16           
Pavarde2154    Vardas2154     3.60           
Pavarde2157    Vardas2157     3.68           
Pavarde2158    Vardas2158     4.60           
Pavarde2163    Vardas2163     4.00           
Pavarde2164    Vardas2164     4.24           
Pavarde2169    Vardas2169     2.60           
Pavarde2170    Vardas2170     3.36           
Pavarde2174    Vardas2174     4.44           
Pavarde2176    Vardas2176     4.48           
Pavarde2178    Vardas2178     4.08           
Pavarde2179    Vardas2179     3.12           
Pavarde2180    Vardas2180     3.84           
Pavarde2184    Vardas2184     3.64           
Pavarde2186    Vardas2186     3.40           
Pavarde2187    Vardas2187     2.60           
Pavarde2188    Vardas2188     4.40           
Pavarde2190    Vardas2190     2.36           
Pavarde2192    Vardas2192     3.72           
Pavarde2193    Vardas2193     4.60           
Pavarde2196    Vardas2196     4.32           
Pavarde2197    Vardas2197     4.92           
Pavarde2199    Vardas2199     3.80           
Pavarde2203    Vardas2203     2.60           
Pavarde2206    Vardas2206     4.88           
Pavarde2209    Vardas2209     4.88           
Pavarde2211    Vardas2211     3.72           
Pavarde2212    Vardas2212     3.52           
Pavarde2215    Vardas2215     4.32           
Pavarde2216    Vardas2216     3.92           
Pavarde2218    Vardas2218     4.16           
Pavarde2223    Vardas2223     4.48           
Pavarde2224    Vardas2224     3.80           
Pavarde2226    Vardas2226     2.60           
Pavarde2228    Vardas2228     1.96           
Pavarde2231    Vardas2231     2.36           
Pavarde2232    Vardas2232     3.64           
Pavarde2233    Vardas2233     4.16           
Pavarde2234    Vardas2234     4.68           
Pavarde2237    Vardas2237     3.12           
Pavarde2238    Vardas2238     4.96           
Pavarde2240    Vardas2240     4.12           
Pavarde2245    Vardas2245     3.96           
Pavarde2246    Vardas2246     4.60           
Pavarde2251    Vardas2251     4.64           
Pavarde2256    Vardas2256     4.16           
Pavarde2257    Vardas2257     3.20           
Pavarde2259    Vardas2259     2.28           
Pavarde2260    Vardas2260     4.08           
Pavarde2266    Vardas2266     3.96           
Pavarde2278    Vardas2278     4.88           
Pavarde2283    Vardas2283     4.96           
Pavarde2284    Vardas2284     2.92           
Pavarde2289    Vardas2289     4.00           
Pavarde2291    Vardas2291     2.72           
Pavarde2294    Vardas2294     3.92           
Pavarde2295    Vardas2295     2.88           
Pavarde2297    Vardas2297     4.92           
Pavarde2298    Vardas2298     4.32           
Pavarde2299    Vardas2299     4.48           
Pavarde2307    Vardas2307     4.48           
Pavarde2313    Vardas2313     3.48           
Pavarde2315    Vardas2315     2.12           
Pavarde2316    Vardas2316     4.68           
Pavarde2317    Vardas2317     2.80           
Pavarde2318    Vardas2318     4.76           
Pavarde2320    Vardas2320     3.20           
Pavarde2321    Vardas2321     2.36           
Pavarde2326    Vardas2326     3.44           
Pavarde2330    Vardas2330     4.08           
Pavarde2333    Vardas2333     3.16           
Pavarde2335    Vardas2335     1.96           
Pavarde2337    Vardas2337     4.92           
Pavarde2340    Vardas2340     3.04           
